overall,reviews
2,I love all these earrings so much! The posts are very delicate though and one was bent on receiving. Still functioning though. I’d definitely purchase more from this shop
2,Really cute! Fast shipping! Loved that I didn’t have to order the two letters separately.
2,These are beautiful. Shipped so quickly. Such an easy transaction.  Got a pair for my daughter with her two daughters initials as a Covid cheer up gift :-) and she loved them so much I ordered a pair for a new mom with her two children’s  initials! So good.
2,love them! super cute and they came so fast!!
2,Super cute and great quality. Everything shipped right away too! Only wish my “t” and “l” would have been a little bigger or in capital form.
2,Dainty and lovely! Happy with my purchase!
2,"These earrings are so cute and they seem fairly sturdy. I was a bit hesitant that they would be super thin for the price but I am very pleased with them. They were shipped and delivered very quickly too, thank you!  I will be back for another set !"
2,So cute!
2,these look so cute in my daughter's ears!!
2,"I ordered 2 different letters and I love them. I can’t speak to long term quality, but they seem great and the size is perfect"
2,Dainty and lovely! As expected.
2,"The earrings were so cute and the seller is very helpful & prompt. Shipping was crazy fast as well, even this close to Christmas!:)"
2,"I bought two different letters for my initials - and I LOVE them. The font is fun and unique, they’re the perfect size, and shipping was really fast.
So happy!"
2,Unique. beautiful and so special. Love them.
2,Absolutely love!! After I lost my daughters “S” earrings she was so upset. Company is such a life savor!
2,"Love these, so cute and such good quality!!!"
2,I love them so much that in the future I’m planning on ordering again for my daughters.
2,I got my earring today and love it! Its the perfect size. Thats the only reason I was reluctant on purchasing more. Def ordering again! Thank you so much!
2,Loved them!! 🤗 Thank you!
2,Loved them!! 🤗 Thank you!
2,Beautiful piece of jewelry and great shop owner--the first piece I received was flawed and she sent a new one with no trouble! Very good customer service and quality product.
2,I love this statement stud!
2,"These are so cute, arrived quickly, and look exactly as shown! I am very happy with this purchase!"
2,I bought a couple of these and they are all so cute! Love them!
2,LOVE these!!! Arrived quickly and exactly how pictured.
2,My 2nd order! Great guality. Well made!! Thank you!
2,looks so cute but expensive shipping
2,Very cute and well made! Fast shipping too.
2,Very cute and well made! Fast shipping too.
2,Just as imagined and dainty! I love them!!!
2,Love these earrings. Perfect size.
2,I love them❣️Dainty yet bold😍🤎
2,Ordered these as a Christmas present for my sister! Super cute and dainty. She loved them and shipping was super fast which was a plus!
2,"For now, they are good, I hope they don't get ugly or fade. And they are really tiny. But they are pretty"
2,These are beautiful and perfectly made
2,Adorable earrings! Shipping was super fast.
2,So cute!! My daughter loves them!
2,So dainty and perfect! Shipped quickly and very nicely packaged. Great earrings!
2,Fast shipping. Easy transaction. Great product! Will definitely order from again.
2,Quickly resent items that were lost in the mail. Super easy to deal with
2,Very cute product. Priced right. Quick shipping will order from them again.
2,Very cute product. Priced right. Quick shipping will order from them again.
2,Super cute &  Good quality!
2,"The earrings arrived in cute packaging and are exactly as described. They are dainty, yet well made and I know my sisters will love them - I only wish I would've ordered a pair for myself!"
2,"Super quick delivery, even from overseas. Beautiful earrings."
2,These look amazing in my second peircing
2,"Absolutely beautiful! Fast ship, lovely seller. Will buy from again."
2,"Absolutely beautiful! Fast ship, lovely seller. Will buy from again."
2,"Love my earrings, they’re perfect, I wear them everyday!"
2,Super cute and dainty but the posts bent when taking of the protective bit.
2,These are exactly what we were looking for!
2,Super cute and arrived quickly. Happy with my purchase!
2,"Love me earring! Exactly as pictured, and quick shipping."
2,Arrived quickly and item is simple and elegant; just my style. Happy with purchase.
2,Was exactly what I expected they're super cute!
2,These are cute but I wish the description had included a measurement. They were a bit smaller than I expected. However they are really cute and arrived super fast.
2,Perfect size for my second hole. Super fast shipping! Thank you!
2,Perfect size for my second hole. Such fast shipping! Thank you!
2,"Super cute. I can’t wait to wear them. Just wish they were a little bit bigger, but they’re still cute."
2,My sister loves these; thank you!
2,These were so cute and the 9 year old I gave them too loved them.
2,Quick shipping from the seller.
2,These are perfect! They’re tiny but make a great gift for newly pierced ears!
2,Just what I wanted - everything great!  Thanks!
2,Just what I wanted - everything great!  Thanks!
2,"Such beautiful pair of earrings 😍❤️ 
It came nicely packed!"
2,Bought these as a gift. I have my own pair so I know my friend will love them. Simple and elegant!
2,My daughter loves them. I want some myself.
2,Beautiful earrings and super quick delivery.
2,fast shipping and quick response!
2,"Just received these and I have to say they're really nice. BUT, with that being said, the part that goes through the ear hole is very flimsy. Tried to put the backing through for the first time and it bent already. Not sure if it will hold up. Wish it was made of stronger material."
2,Just what I wanted - these are great!  Thank you
2,Product was just what i wanted and came pretty fast
2,Great and fun product. Shipped fast. Thanks
2,Love this for a gift!
2,Beautiful earrings! I bought a pair for my daughter and she loves them!
2,Great earnings.  My daughter is going to love them.
2,"Really Nice, perfect size"
2,Not big or small just the perfect fit
2,Earrings shipped quickly & are exactly what I was looking for.
2,Ordered an L.  It looks like maybe a J or a cursive L with a chunk out of it.  They refuned my money becauseI wasn't happy. The other letters were perfect.  Will order from them again
2,Fast shipping and great product!
2,"These earrings hurt my ears.... I've never been sensitive to jewelry, especially genuine silver and gold, but there's something in the material of these that isn't just silver or gold."
2,Super sweet earrings. Bought them as a gift and the person looooved them!
2,LOVE! getting more for gifts!
2,"Super cute, great gift idea"
2,Item was exactly what I was looking for. Shipped quickly.
2,"I LOVE this ear cuff. 😍 It is absolutely stunning and easily the most beautiful piece of jewelry I own. Plus, the sizing and dimensions were just right for my ear. There’s a post for pierced ears on the bottom and a wrap around clamp for the cartilage on top. I wore this as a part of a “queen” costume at an event where I was dancing all night and the cuff stayed on really well... which is saying a lot cause I really move my head around when I dance. It did get a bit painful on the top, especially when it got brushed while hugging people, but the clamp is adjustable, so loosening it did help a bit. It’s so beautiful, though, that it was worth any discomfort. Also, I paid for 1-3 day shipping and it did take a week to come to the States, so just be sure to plan accordingly. It’s worth the wait!"
2,"Absolutely LOVE the cuff. It fits perfectly and stays in place. Customs were rediculously expensive though, but it's still a really beautiful ear accessory!"
2,"Vraiment déçue et choquée par la qualité du produit étant donné son prix. 
Sans oublier que le facteur à ma porte m’a facturé 47€ de “frais de douane” alors qu’ils ne sont mentionnés nulle part dans l’annonce!!!
Attention, ne vous faites pas avoir!!!!"
2,Beautiful craftsmanship! Simple and elegant. I’m very happy with this piece!
2,Absolutely gorgeous earrings. I love that there's an adjustable clasp at the top portion to keep the earrings in place! The only drawback is that they took a little less than a month to arrive (overseas shipping).
2,Very beautiful ear climber and matching stud. Fantastic quality. Would absolutely buy again.
2,So beautiful.. 😍..I will rate the seller 10/10..A+++
2,Love them! The perfect pretty show stoppers for my sister's wedding.
2,I am so happy with these earrings. I’ll be wearing these on my wedding day and can’t wait to show them off! Thank you!
2,Love these earrings!  Will add some unique sparkle to different outfits.
2,En attente de commande! C’est un scandale
2,Very beautiful piece. I’m very excited to wear it in Palm Springs!
2,"I ordered these in rose gold and then messaged the shop on the same day of purchase to see if I could actually request the same ones in silver instead. The shop owner confirmed that this was possible and asked me to provide a link to the color I wanted, which I did.

I ordered them at the end of December for an event on February 1st. They just arrived and they’re beautiful but they’re rose gold instead of silver. Because the shipping took so long, I won’t be able to have this corrected in time for my event. My fault for changing the color but I am bummed that the shop owner wasn’t able to make the correction after confirming."
2,"Thank You for changing my order for me , I really appreciate it. The ear crawlers are really pretty!"
2,"So this is my second engagement ring, we got it to match my fiancé’s wedding band since his is grey/black with black diamonds + rose gold trim. It’s so beautiful in person and people love it! 
I put a photo of the 2 ct. salt and pepper ring with rose gold alongside my original ring (not from etsy) which is a .65 center white diamond for comparison. My ring size is a 3.5. The seller was very nice and sent me a video and photo of the diamond she would use."
2,I can’t stop staring at my new engagement ring! Honestly it’s one of the prettiest rings I’ve ever seen. My fiancé is very proud of it and I’m a very happy fiancée. He says his favorite part is how much I love it. Lena was amazing and patient answering all our questions about fitting it with wedding bands we had from my grandma. She even gave us a little sneak video to help with our excitement (though to be honest it was all my excitement)!  Shipping was incredibly fast! I hear nothing but compliments when people notice my ring!
2,"This ring looks so amazing! I’ve never seen a prettier ring, and my now fiancée absolutely loves it! The picture doesn’t do it justice. It looks so much better in person. I could not be happier about my purchase."
2,"Words can’t even describe how impressed I was! At first I was skeptical ordering a ring without seeing it in person. However I’m so glad I did! Lena was amazing throughout the whole process! My boyfriend and I picked out this ring together as my engagement ring, but has not yet proposed, so waiting to officially wear it! Highly recommend this shop! They were very flexible with payments and doing custom sizing. Couldn’t have had a better experience!"
2,"I could not have asked for a more incredible experience or ring. Lena was so incredibly helpful and kind, and her work absolutely speaks for itself. Here’s what my (now) fiancée had to say:

“This ring is everything I’ve ever wanted. It’s perfectly petite yet makes SUCH a statement! I haven’t had it on a full 24 hours and can’t even count how many people have said ‘that is by far the most beautiful ring I’ve ever seen.’”"
2,"Love love love love love. The top photo shows the contrast in direct sunlight, and the bottom is inside. Depending on the lighting the grey will be more pronounced. (The colors seen in the bottom photo are from a stained glass window reflecting nearby!) I absolutely love this ring and am so glad we chose to order from Lena. She answered any and every question I had and the ring took only 3 days to arrive once shipped. After spending weeks looking for a salt and pepper diamond, I was thrilled to come across this listing. If you are even considering a salt and pepper diamond, do not hesitate to inquire about this beauty!"
2,"From the fiancé:
 
I found Lena on Etsy several years ago while browsing for jewelry, and instantly fell in love with her beautiful rings. Even before dating my now-fiancé, I dreamily “favorited” this emerald engagement ring, thinking that someday I’d be engaged to the love of my life with this ring on my finger. I can’t believe that day has finally come! It is even more beautiful in-person and I couldn’t be happier with Lena’s craftsmanship! Most importantly, the ring has special significance to me knowing that it was handmade in Israel where I was born, spent the first five years of my life, and still visit to see family. Thank you, Lena, for being a part of this memorable time in our lives!"
2,"I couldn’t be happier with my rings! Lena worked so hard to make sure my wedding band fit perfectly with my engagement ring - and was extremely prompt and easy to communicate with. She is so genuinely kind and went above and beyond in ensuring that I was completely thrilled with my rings. Our wedding day was perfection!! Lena is creative, sweet, and thoughtful! I love my rings!"
2,"Lena from sevencaratshop was incredibly helpful in helping me acquire this ring for my now fiancée. All of her jewelry looks great and is easy to find on her Etsy page. She had it sized and shipped halfway across the world in minimal time, I was able to propose much earlier than anticipated. The quality of the diamond is pristine, such an exquisite cut I even find myself taking closer looks at it! Of course she said yes, and now the only thing shining brighter than the ring is my gorgeous fiancées smile. She loves showing it off and it’s all thanks to Lena at sevencaratshop! I will be a repeat customer in the future for sure!"
2,"The whole process of selecting a ring, custom designing it, delivering etc. has been amazing with Lena. The ring itself is stunning and I could not be happier with it. My partner is in love with it, she thinks that it is the perfect ring. She has compliments everywhere we go.
I cannot speak highly enough of Lena's customer service, despite being nervous about ordering online I felt I had better customer service than buying from a shop. I would 100% to recommend SevenCaratShop to anyone looking for beautiful unique jewelry. 
Thank you Lena, you have been amazing!"
2,"I received my diamond ring and I was absolutely delighted with the quality and workmanship! I tried to capture its brilliance in the photo, the diamond is stunning! I am very pleased, and so is my husband! I will not hesitate to purchase again from Lena!"
2,Lena is great to work with! She created a custom order so I could have a wedding ring that fit perfectly with my engagement ring!
2,"From the fiancée- It's absolutely gorgeous! It took about two weeks to ship, and then it arrived within 4 days. It fits perfectly and the stones are exactly what I wanted. My fiancé proposed at the zoo, and the polar bear came up to admire the ring immediately. We also got some wonderful photos of the sea lions swimming by to take a peek! I'm so happy with this ring, I can't stop staring at it and I'm so happy we went with Lena! Thank you for creating such a beautiful engagement ring that I'll wear and cherish forever!"
2,"Absolutely beautiful ring! I was very apprehensive about buying without seeing but Lena was very communicative and I’d read all the reviews beforehand. It’s so stunning! The halo ring means a lot to me as I sadly lost my Dad in May and I wanted something beautiful to look at every day that reminds me of my lovely,  shining star. Thank you Lena x"
2,Absolutely beautiful ring! Can’t stop staring at it and constantly get compliments on it. Would Never go to another jeweler. She takes excellent care with my jewelry and goes out of her way to make sure it’s perfect!
2,"I couldn’t be happier with the custom set that Lena built for me! Pictures don’t do it justice, it is so beautiful and I couldn’t be more in love with it! Lena was amazing to work with and made the process of purchasing something so important and an international purchase a little less intimidating. She really did everything she could to ease any anxiety about such a big purchase that I was never able to see in person until it arrived. Thank you so much!"
2,"Really nice piece. Fast shipment. Very nice people to do business with. Lena really went above and beyond my expectations of customer service. 

Only thing, I wish I would have realized the size. It appears larger than it is in the photo, but my mistake, as the size is listed in the description. I have attached a photo. Wish I had a better photo to send, but I'm behind on posting a review as I received this more than a months ago. The chain in the photo is my own. It was not purchased with the pendant. 

Moving forward, I can overlook the size, as it really is a beautiful piece that attracts a lot of compliments. Thank you Lena for your awesome customer service!!  👌🏼😘"
2,I just received my rings! I was pretty nervous ordering such a high dollar item on the internet but I will buy all of my jewelry from Lena at SevenCarat! The rings are absolutely stunning and everything I had hoped!
2,"Lena made a beautiful ring! It is exactly what I hoped. Everyone thinks it's quite beautiful and elegant. The experience of her helping design it was quite easy, and I got exactly what I wanted! Thanks!"
2,I love this ring and so does my Fiancé. The fact it is hand made and the diamonds are not conflict stones really appealed to me. The design looks really elegant. The customer service was outstanding. They even allowed me to make payments on the ring. They're awesome thank you guys
2,"She said YES to her dream ring! She loves it, thank you!!"
2,Beautiful pair of diamond earrings.  I love them.  Thank you so much ⭐️⭐️⭐️⭐️⭐️
2,"I can,t speak highly enough of Lena,s personal level of service and communication. Absolutely beautiful earrings, couldn,t be happier!"
2,"So impressed with this ring, and most importantly, so was my (now) fiance! The ring absolutely stuns, totally sparkles in the light. The small diamonds are perfect, as is the main diamond.

Diamond has no visible inclusions, and the price was such a tremendous value.

Lena contacted me within hours of setting up the order, got the ring in roughly 10 days which was fantastic!

Could not be happier, thank you so much!"
2,I got this as a gift to myself and I absolutely love it! I get compliments all the time. I'm not a good enough photographer to show how beautiful this is. If I ever want to splurge on me again I know where to go.
2,Love the detailing. Don't care for how they sit in the ear. Delivery was great.
2,"I was immensely impressed with Lena's craftsmanship. The ring was exactly what I wanted. 

I was having so much trouble finding something that met my budget and also spoke to me. 

I even had a crazy delivery deadline and Lena did everything in her power to get my order all the way to Canada in time for my flight to San Francisco to ask my girlfriend to marry to me. 

(She said yes, by the way).

Blown away by Lena's customer service and artistry. Could not have asked for more.

Thank you so very much.

-Carolyn from Canada :)"
2,"Its more beautiful in reality than the picture, can't be more happier with service and the product, my wife felt like queen today, I awfully thank you."
2,"After much searching, my fiancée and I were glad to find Lena's Sevencaratshop. Lena's designs are beautiful, elegant and timeless. 

Lena went to considerable lengths to make sure my fiancée was happy with the gold diamond engagement ring I purchased, demonstrating great care not only in her craftsmanship but also for her customer's satisfaction. 

Thanks, Lena, for helping to make our engagement a pleasant one. We greatly appreciate you and your work!"
2,Love my ring! Lena was so easy to work with and had great communication. Highly recommended!
2,"The garnet stud earrings set in 14K white gold were gorgeous! The stones were superior quality, very deeply colored and clear. The goldwork was truly professional.
The gift box was beautiful and so was the luxe gift bag.
Delivery was swift, and secure (I had to sign for the package). 
I loved the idea that these earrings were handmade and not mass produced. That made them extra special.
Most of all, my daughter LOVED them!
I would recommend Lena at SevenKarat without hesitation.
Thank you very much, Lena! 💖💖💖"
2,First I was uncertain to order a diamond ring online. I was scared to get scammed. But now Im so glad to trusted Lena. The ring is even more beautiful life. Lena was always answering me fast. I can remmonded everyone who isn´t sure to buy a ring online. And the price/performance ratio is great. Thank you so much Lena!!!
2,"Very fast shipping considering the ring came from Israel. I liked that the seller used Fedex vs the postal service.

The ring is gorgeous! It has incredible sparkle! It is difficult to believe this ring is just 1 carat as it looks like a 3 carat ring. I also like that the band of the ring gets slightly wider in the back. I’m very happy with my purchase! I’m wearing it as an anniversary ring."
2,"After reviewing the various engagement rings available on Etsy, I stumbled across Lena's 1 ct diamond engagement ring with my partner (now fiancée) and we both instantly impressed at how beautiful it looked after reading the description and viewing the photos available online!  After contacting Lena for guidance on how to arrange a payment plan, she responded back straight away and was an absolute pleasure to deal with the whole way through the process right up until the ring was shipped out to me in Australia and arrived safely and securely in an extremely quick turnaround of 3 business days. I was absolutely thrilled with the ring when it arrived, it truly does look amazing, and due to the excellent service I received from Lena, my fiancée has now decided to purchase my engagement ring online from Sevencaratshop too!"
2,Lena was a pleasure to work with and the rings are simply stunning. The design is so unique and intricate. Thank you so much for my fiancé’s dream ring!
2,"This ring set is absolutely beautiful. It adds an incredible sparkle to the finger, and is sure to pick up compliments from strangers. Pictures can't do it justice! Not to mention Lena was so helpful throughout the shipping process!"
2,This ring is even more beautiful than pictured. Love my new ring.
2,An absolutely beautiful engagement ring. My partner adores it. The diamond catches the light beautifully and it’s all round a gorgeous ring.
2,"Really pretty emerald ring. Lena was super helpful and was very diligent in finding the right emerald for me. I love working with her in all my purchases :) 
Thank you Lena!"
2,Nothing but great things to say. Item arrived earlier than expected and packaged very well. Leading up to the purchase I had many questions that were answered timely. I needed a custom size and with a quick message we got everything set up. This was a wonderful experience.
2,"It is absolutely beautiful! Thank you so much for your amazing work!
Wonderful customer service! The seller is very helpful and shipping was quick. Highly recommended."
2,My girlfriend loved it!  Everything went very well—from delivery to customer service
2,This .30 carat diamond solitaire pendant is very beautiful. The diamond is just what it should be....brilliant. The seller was a delight to work with.  I highly recommend this shop
2,"Really pretty emerald ring. Lena was super helpful and was very diligent in finding the right emerald for me. I love working with her in all my purchases :) 
Thank you Lena!"
2,"We bought these for my mom for Christmas. She LOVES them. Everyone compliments how beautiful and delicate they look. However, they are not delicate at all. They are well made and lock into place when the backing is on correctly. She loves that they are handmade from Israel. Lena got them to us quickly. I am so pleased with them and this shop will be an Etsy favorite now."
2,Ring was even better than I expected! Lena did a wonderful job! Item was shipped quickly and Lena did a great job with communication! Thank you!!
2,What a beautiful ring!!  The sapphire and diamonds are clear and clean!!  My ring and matching halo earrings sparkle in the light!  Lena was a dream to work with!  Highly recommend!
2,Lena was one of the best sellers i've ever encountered. She went above and beyond to make sure that I had exactly what I wanted with the this ring. Would defo recommend! Thanks Lena!
2,"Excellent experience! Lena was so helpful and patient while answering all my questions. The ruby earrings are absolutely stunning! My sister-in-law was touched by our efforts to matched her mother’s ring. (Whited out in pic) Packaged in a stylish box and gift bag, it arrived ready to gift! Shipping was very quick and the tracking provided was accurate. Definitely will be back for another purchase."
2,My fiance loves the ring! The design is great.
2,"This is the prettiest ring!  The stones are sparkly, the design is lovely and I will be back to find something else!  It looks exactly like its picture."
2,Thank you so much! This is a beautiful ring - I love it! It looks better in person than I expected from the photos. Fast delivery and lovely packing. I’m very happy!
2,"Lena was awesome to deal with. The ring is very sparkly and the carat weight was actually a bit higher than expected. 

It was slightly cloudier than expected which is the only reason for 4 stars instead of 5. 

Everyone has been a huge fan of it, though! Very happy with my purchase and my new wife loves it. It's a very cool looking ring, that is absurdly sparkly in the light."
2,"Lena was great help easy to chat to and super helpful with any questions i had. Super nice lady. Im very happy with all her service and the ring stunning.
I would highly recommend Lena and her shop to anybody looking to by a engagement ring as a guy, her help superb"
2,Simply beautiful
2,"I’ve ordered from this shop before and once again the ring I ordered is absolutely perfect and beautiful. We are always amazed with the quality, professionalism, and speed with which we deal with from this shop and we will definitely be ordering again!"
2,This ring is the most beautiful piece of jewelry I’ve ever owned. Thank you Lena for such a wonderful treasure! It will be worn forever and passed down to my daughter one day. It is truly priceless ❤️
2,"These earrings did not match the Etsy photograph, which showed nearly transparent emeralds, while those delivered were translucent at best or even opaque."
2,"UTTERLY EXQUISITE.  Shipped promptly and quickly, is exactly as ordered, a truly beautiful and delicate little piece.  Highly recc. both the item and the seller!"
2,Lena was great with getting back to me quickly and answering all of my questions. And her work is great! Highly recommend!
2,"Very nice set of amethyst earrings.
Well made"
2,The ring was perfect.
2,"Good quality
Very nice seller -> very helpful.
Recomended"
2,Beautiful exactly what I was looking for thankyou
2,"Just received. It’s beautiful and fits perfectly 😀❤️ thank you soooo much Lena for creating and customizing this beautiful ring. I will come back for more purchase soon. 😊

It’s great you sent certificates also. I will save those."
2,"Amazing item, it was just what I was looking for. She loved it. I would buy from this seller again. Fast shipping."
2,"The pendant was beautifully made, the emerald stone although lab created was a ideal choice as I wanted it to catch the attention of the people when they glanced at the necklace.. Overall I am pleased with the craftsmanship of lena and of course her customer service of getting the best for her customers at a reasonable price point"
2,Ring is absolutely beautiful!
2,"This sapphire has a great mount, color, and the chain was quite dainty and pretty."
2,Lovely ring and very good communication by shop owner.
2,This transaction was smooth and easy.  My fiance loves her ring!
2,Great seller. Beautiful piece thank you so much
2,It's a beautiful ring! My wife loves it! The shipping was faster then expected. I like that it also comes with an international certificate. Thank you Lena!
2,"Beautiful! Seller was in contact right away, and extremely responsive."
2,"The ring is stunning, perfect grad gift for my daughter!  Lena was a pleasure to work with, got the gift with time to spare:)"
2,My step daughter really likad earrings. They arrived in a timely fashion so i was happy !
2,Perfect ring and perfect fit. Looks beautiful!
2,The item itself is fantastic. Lena was great about communicating throughout the process.
2,Pretty good and the ship is fast
2,"je suis ravie, très bel achat qui correspond tout à fait à mes attentes."
2,. . . . . . ..... . . . . . . . . . . . .
2,Well crafted. Ships quickly. Professional shop.
2,Great product! Fast delivery! Highly recommended seller! Thank you!
2,Absolutely love these gorgeous earrings - they are simply perfect. I chose pink and orange and the colour combination is beautiful. They are really different and I plan to order more. The packaging is also really cool! Delighted with this purchase and the seller was extremely helpful too - very happy!
2,Love them 🧡 ✨
2,"These earrings are so unusual, they look even prettier in real life. The seller was very helpful, delivery was very quick and I'll definitely be ordering more of these in different colours."
2,"Sooooo sweet and versatile and edgy!!! Great, fast service."
2,"My mom loves these shooting star earrings. Also, the package arrived quickly (from the UK) in spite of all the challenges folks are facing with these days - thank you so much and appreciate your effort!!"
2,They are absolutely perfect! Love being able to choose the colours. Great idea
2,"I love them, and I had an extra pair of trails (sorry, I don’t know if trail is the word in English 😅). Thank you very much!!"
2,They looked even better than the photo. Amazing earrings. Pleasantly surprised how fast they arrived.
2,"Beautiful, amazing earrings and Kirsty was such a helpful, kind and understanding seller! I will 100% purchase more items from her. Thank you so much :)"
2,"Lovely earrings, super cute to be able to choose colour pairings to help make them more personal and a great little gift"
2,"Great, Bright and sparkly ,arrived in time"
2,"Absolutely gorgeous earrings, but they break so easily! Be very very careful with the star"
2,"Great communication, and the earrings are lovely. They were admired on their first wearing!"
2,"Absolutely love this item, thank you so much! it's a birthday gift and my friend will love the presentation box and colour options 😊😊"
2,"These earrings are so pretty and unusual. A real treasure, thank you!"
2,I Love them. Thank you.
2,"Arrived on time and they are as described on website.  Really lovely and well made and am looking forward to wearing them at Christmas.

Best wishes
Cathy"
2,"Beautiful, superbly packed, such fun, thank you"
2,"Beautiful item, well packed, thank you"
2,"Cute and unique earrings! No skin sensitivity for my ears after a day’s wear, either."
2,"looks great, arrived on time, thanks"
2,"Love these mandala earrings:  delicate design, light and comfortable to wear.  Sent quickly, boxed for safety, arrived safe!  Highly recommended!"
2,Perfectly beautiful!
2,"I love the earrings as they are a gift for a friend.  Was shipped quickly; had an error on the mailing address.  She caught it very quickly and then changed my address.  I received them and worth a purchase.  Thank you - they are in Quebec so I am glad I could buy from a Canadian store on Etsy.

Dorothy
Calgary"
2,Tres beau  tres satisfaite  et apprecier
2,Rapide très contente
2,Bought for my daughter-in-law. Absolutely gorgeous!
2,"Elles sont tellement jolies. Juste la bonne grosseur
Merciiiiii"
2,"Très jolie, juste la couleur qui est différente de l’image, je croyais qu’elles étaient or mais en fait elles sont argent."
2,Wirklich sehr schöne und fein gearbeitete Ohrringe! Shop Inhaberin ist auch wirklich super nett und bei jeglichen Problemstellungen leicht zu kontaktieren und äußerst hilfsbereit! :)
2,"fast shipping, high quality earrings. beautiful, looks great. just love it!!! tnx"
2,I love these ear crawlers from LOVEYOURDIAMONDS. This was an amazing purchase.
2,Wie beschrieben. Sehr schöne Ohrringe.
2,"They are perfect in fit, shape, quality. Shipped fast and received sooner than I expected."
2,"Prachtige earclimbers, mooi ingepakt, met zilverdoekje bijgesloten,snelle verzending, echte aanrader."
2,"Wunderschöne, einzigartige Ohrkletterer. Meine neue Lienlingsteile!"
2,amazing product and very good quality
2,Beautiful and versatile. Perfect for a quick change of look from day to evening! They arrived promptly and beautifully packaged.
2,Exceptional! Pretty amazing design and quality. And perfectly fine communication with designer/seller :)
2,Not an earring you see everyday! Love them!! Can't believe how fast they arrived in the mail. Thanks
2,Perfect. Great quality and very fast delivery!
2,"Great people to work with. My earrings were not quite what I wanted and item was refunded quickly and courteously. Buy with confidence, great service"
2,Very nice. Simple and elegant.
2,Wonderful present and looked amazing!
2,"Perfect item, great and quick shipping, perfect seller.
Thank you so much!"
2,Des bijoux simples et originaux. Parfaits pour des petits cadeaux à se faire soi-même.
2,"Envoi soigné, boucles d'oreille très sympa !"
2,Simple et élégante. C’est parfait.
2,"Super, boucles d'oreilles très sympas, merci!"
2,"Très jolie et élégante, c'est une belle création !"
2,"Article conforme a la description, bonne qualité et très sympa !"
2,"Très jolies, ont beaucoup plues !"
2,boucle doreille très jolies !
2,"Très jolies boucles d'oreilles.
Malheureusement une des tiges est arrivée tordue."
2,Absolutely love these earrings!  They are the perfect size and very unique! Wish I had bought a few more. They shipped right away but took about 2 months to receive due to covid (sat in US customs for a month). Definitely would recommend!
2,my order arrived today and as always the pieces are so beautiful.  the lotus flower jacket earrings had to be replaced since i lost one. i love my new anklet and the half moon necklace is absolutely stunning.  the gift was so unbelievably sweet of you dear inali. thank you so much.
2,The earrings are perfect! Any girl should have them. They arrived on time in a perfect package . Inali is so kind!
2,The earrings are perfect! Any girl should have them. They arrived on time in a perfect package . Inali is so kind!
2,Absolutely love the Lotus jacket! Super worth it and very fast shipping!
2,I LOVE 💕 these earrings. They are perfect for any occasion. I always get so many compliments when I wear them. They are well made. The shop owner is kind and helpful. 5/5 ⭐️.
2,Absolutely stunning! I have to say that there is nothing that you don't do beautifully! These earrings are modern but still very dainty and beautiful. I am a forever customer and HIGHLY recommend you to anyone looking for beautiful jewelry!!
2,"Beautiful, great quality.  A little longer wait for shipping, but worth the wait!"
2,These area so pretty!!  Love them
2,I received so many compliments! loved this product even more in person.
2,love them! easy and unique.
2,Absolutely love it! More beautiful than expected!
2,"These earrings look exactly like photo, they are beautiful!"
2,"I loved them and on time delivery! 
Thank you!"
2,Earrings are super cute. Nice size. I had an issue with my order and it was taken care of immediately. Thanks!
2,Love love these earrings. Everyone loves them.
2,So cute and trendy! .
2,"Beautiful earrings! These were a gift, and the recipient can't stop telling me how much she loves them!"
2,"Nice earrings, but one side doesn’t quite stay straight after securing tightly. Wish the smaller cascade of leaves mirrored each side."
2,"Beautiful, and very good service.
Thank you!"
2,These were the perfect graduation gift for a friend of mine. She has been wanting a pair of these earrings for months.  Thank you for making her day!
2,These earrings are simply lovely and will add a unique touch to any outfit.
2,Its very pretty and just as described. Thank you.
2,This earrings are fantastic—really good quality. My ears are sensitive but I have no issues wearing these earrings.
2,Very nice but hard to put on
2,The earrings arrived and are perfect!
2,These were beautiful and look real - were beautiful to wear on my wedding day!
2,Gorgeous!!!! The pictures did them justice and they're perfect for my wedding!!
2,I was very pleased with how it looks I love them         They came in record time I would definitely recommend them to anyone
2,I love my new ear climbers.  They are beautiful.  And the way they were packaged made them even more special!  You have definitely won my business.  💙
2,These are beautiful and versatile. I have received a lot of complements and the stones have a more pronounced effect than just metal earrings. One of the earring tip was sharp and I contacted the seller who was gracious and swift to replace the earring. It is a little difficult putting in because my piercing is small. I recommend the rubber backs which help them to secure in place. I wear them as climbers and also down.
2,"So gorgeous!!! Feminine and sparkly!!!    The photo does not do it justice - Just lovely!!!
 I have bought things before - and I am never disappointed!!!   Even the detail in the wrapping - that is a gift in itself!!! Thank you so much!!!!"
2,"Got my order on time and as described, l love them. Highly recommend!"
2,I love these!! They will be perfect for my wedding. They are made well and good quality and fit great. I don't think they'll slide down.
2,Very pretty earrings. I was a bit skeptical about how they would fit because my ears are very small and I have tunnels in my first hole i put them in my third hole and they are perfect. Nice and dainty!
2,Ordered both the rose and white gold! Beaustifully pacakaged 😍 Looks even better in person!! Great ear crawlers; shiny!!
2,The earrings I bought looked exactly like the picture and are beautiful! Seller was quick to answer my question and I got my order quick!
